// List of Teams and their ID's:
//3 => ID of Baltimore Orioles
//4 => ID of Boston Red Sox
//18 => ID of New York Yankees
//27 => ID of Tampa Bay Rays
//29 => ID of Toronto Blue Jays
//5 => ID of Chicago White Sox
//8 => ID of Cleveland Guardians
//10 => ID of Detroit Tigers
//13 => ID of Kansas City Royals
//17 => ID of Minnesota Twins
//14 => ID of Los Angeles Angels
//20 => ID of Athletics
//24 => ID of Seattle Mariners
//28 => ID of Texas Rangers
//12 => ID of Houston Astros
//2 => ID of Atlanta Braves
//11 => ID of Miami Marlins
//19 => ID of New York Mets
//21 => ID of Philadelphia Phillies
//30 => ID of Washington Nationals
//6 => ID of Chicago Cubs
//7 => ID of Cincinnati Reds
//16 => ID of Milwaukee Brewers
//22 => ID of Pittsburgh Pirates
//26 => ID of St. Louis Cardinals
//1 => ID of Arizona Diamondbacks
//9 => ID of Colorado Rockies
//15 => ID of Los Angeles Dodgers
//23 => ID of San Diego Padres
//25 => ID of San Francisco Giants
//
//
//id, del, team_id, Team Name, League Name, LastName, FirstName, NickName, UniformNumber, DayOB, MonthOB, YearOB, NationalityID, Nation, CityID, City, facial_type, Height (cm), Weight (kg), Bats, Throws, Position, ML Service, 40 man roster service, pro years, options used, Contact vL, Gap vL, Power vL, Eye vL, Avoid K vL, BABIP vL, Contract Vr, Gap Vr, Power vR, Eye vR, Ks vR, BABIP vR, Contact Pot, Gap Pot, Power Pot, Eye Pot, Ks Pot, BABIP Pot, HBP, GB Batter type, FB Batter type, speed, steal rate, steal, running, sac bunt, bunt hit,Move vL, Control vL, Movement vR, Control vR, Move Pot, Control Pot, HBP, WP, Balk, Stamina, Hold, GB%, Velocity, ArmSlot, Infield Range, Infield Error, Infield Arm, DP, CatcherAbil, Catcher Arm, OF Range, OF Error, OF Arm, PExp, CExp, 1bExp, 2bExp, 3bExp, ssExp, LFExp, CFExp, RFExp, use expected, expected level, expected ab, expected avg, expected 2b, expected 3b, expected hr, expected bb, expected k, expected hbp, contract y1, contract y2, contract y3, contract y4, contract y5, contract y6, contract y7, contract y8, contract y9, contract y10, contract current year (0 = first year), extension y1, extension y2, extension y3, extension y4, extension y5, extension y6, extension y7, extension y8, extension y9, extension y10, greed, loyalty, play_for_winner, work_ethic, intelligence, leader ability, Stuff Overall, Stuff R/L split, Stuff Pot., Fastball (scale: 0-5), Slider, Curveball, Changeup, Cutter, Sinker, Splitter, Forkball, Screwball, Circlechange, Knucklecurve, Knuckleball, Fastball Pot.(scale: 0-5), Slider Pot., Curveball Pot., Changeup Pot., Cutter Pot., Sinker Pot., Splitter Pot., Forkball Pot., Screwball Pot., Circlechange Pot., Knucklecurve Pot., Knuckleball Pot., Hitter 3B/2B ratio, pbabip, lahman_id, bbref_id, bbrefminors_id, twitter_handle, Catcher Framing, Velo Pot
//NOTE: Player and team names are purely cosmetic and will not be used when importing rosters from this file!
// Baltimore Orioles, ID = 3
19681,0,41,Norfolk Tides,International League,Kremer,Dean,,64,7,1,1996,206,The United States,76303,Stockton,4,193,209,1,1,11,628,645,8,3,141,97,62,103,123,154,139,96,61,101,121,153,139,96,61,102,122,153,3,0,0,26,27,15,35,105,66,408,397,414,402,420,406,4,5,1,94,116,49,14,3,41,85,90,44,5,9,52,5,5,200,0,0,0,0,0,0,0,0,0,2,550,.257,0,0,15,45,99,4,740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,103,48,118,103,95,359,1.0053,360,249,0,192,103,220,194,194,0,0,0,0,0,249,0,197,109,227,194,194,0,0,0,0,0,0,121,kremede01,kremede01,kremer000dea,@DJ_KREY6,5,14,eol
19693,0,3,Baltimore Orioles,Major League Baseball,Wells,Tyler,,68,26,8,1994,206,The United States,81568,Tulsa,4,203,257,1,1,11,665,665,7,0,99,106,57,96,107,87,96,103,54,91,102,85,97,104,55,92,103,86,1,0,0,17,11,12,25,58,43,424,436,428,435,421,429,3,5,1,100,103,38,13,3,43,66,108,45,1,1,50,65,105,200,0,0,0,0,0,0,0,0,0,1,550,.247,0,0,18,38,97,3,1962500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,101,90,110,97,88,350,.9985,349,298,227,224,224,227,0,0,0,0,0,0,0,298,224,224,224,224,0,0,0,0,0,0,0,0,156,wellsty01,wellsty01,wells-002tyl,@TylerW13,1,13,eol
19799,0,115,Baltimore (FCL) Orioles,Florida Complex League,Sharp,Reese,,27,7,8,2000,206,The United States,55839,Noblesville,4,191,204,1,1,12,0,0,2,0,102,102,20,62,89,112,102,102,20,62,89,112,102,97,20,62,89,112,3,0,0,22,21,18,28,57,16,370,131,372,133,388,216,6,11,3,48,87,46,12,3,60,29,66,5,1,8,21,82,31,150,0,0,0,0,0,0,0,0,0,6,550,.271,0,0,21,109,82,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,70,74,94,87,116,292,1.0500,391,194,0,157,150,0,0,0,0,0,0,0,0,383,0,350,348,0,0,0,0,0,0,0,0,0,126,,,sharp-000ree,@reese_sharp,1,12,eol
19857,0,41,Norfolk Tides,International League,Pham,Alex,,29,10,10,1999,206,The United States,82357,Union City,2,180,165,1,1,12,0,0,4,0,120,116,7,85,141,97,120,116,7,85,141,97,120,116,7,85,141,97,1,0,0,37,48,21,42,160,10,434,362,440,368,438,371,1,4,1,52,77,38,12,3,47,10,87,31,0,7,59,38,14,200,0,0,0,0,0,0,0,0,0,2,550,.262,0,0,17,53,97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,27,145,118,106,49,352,1.0772,407,272,0,204,204,237,0,0,0,0,0,0,0,385,0,314,314,349,0,0,0,0,0,0,0,0,115,,,pham--000ale,,0,12,eol
20148,0,41,Norfolk Tides,International League,Stewart,DJ,,16,30,11,1993,206,The United States,27490,Gainesville,1,183,209,2,1,9,512,512,9,2,316,333,364,425,340,297,332,344,390,438,363,307,327,339,386,430,354,303,10,0,0,147,49,147,148,80,53,2,2,2,2,2,2,21,15,30,1,0,41,0,3,39,54,72,22,1,9,93,114,102,0,0,41,0,0,0,200,0,200,0,2,550,.226,18,3,13,62,129,10,2280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,113,77,148,76,102,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,stewadj01,stewadj01,stewar000dem,@GOOODJ8,1,0,eol
20663,0,67,Chesapeake Baysox,Eastern League,Young,Brandon,,32,19,8,1998,206,The United States,41367,Lumberton,4,198,212,1,1,12,0,0,5,0,109,94,22,88,132,82,109,94,22,88,132,82,109,94,22,88,132,82,3,2,2,20,28,18,18,148,17,404,406,425,418,414,406,5,7,1,69,73,42,13,3,13,74,98,10,2,1,14,33,21,200,0,0,0,0,0,0,0,0,0,3,550,.263,0,0,17,42,103,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,18,74,91,94,187,374,1.0866,373,340,268,274,314,0,0,0,0,0,0,0,0,340,267,266,314,0,0,0,0,0,0,0,0,0,107,,,young-004bra,@BrandonYoung82,2,13,eol
21550,0,41,Norfolk Tides,International League,Rogers,Trevor,,34,13,11,1997,206,The United States,17468,Carlsbad,4,196,215,2,2,11,757,774,6,1,93,118,4,91,80,102,101,125,5,96,90,108,99,123,5,95,87,107,1,1,1,71,103,41,69,91,26,454,398,415,381,425,385,5,3,3,87,121,52,12,3,68,102,111,54,1,1,14,15,80,200,0,0,0,0,0,0,0,0,0,2,550,.260,0,0,13,48,100,5,1530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,140,130,156,131,105,341,.9380,341,313,240,0,240,0,240,0,0,0,0,0,0,313,240,0,240,0,240,0,0,0,0,0,0,0,105,rogertr01,rogertr01,rogers001tre,@T_Raw1691,1,12,eol
21634,0,67,Chesapeake Baysox,Eastern League,Barstad,Cameron,,19,29,11,2000,206,The United States,65381,Redwood City,4,183,163,2,1,2,0,0,5,0,288,301,219,310,145,377,322,375,320,341,177,413,332,421,332,360,193,419,5,0,0,93,23,8,92,64,27,2,2,2,2,5,2,13,15,30,1,0,43,2,4,44,46,130,19,107,124,33,33,82,0,200,0,0,0,0,0,0,0,0,3,550,.206,19,2,8,36,193,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,178,37,120,87,117,1,.9756,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79,,,barsta000cam,@cameron_barstad,103,2,eol
22248,0,41,Norfolk Tides,International League,Cameron,Daz,,28,15,1,1997,206,The United States,46373,McDonough,1,183,184,1,1,9,335,351,9,2,398,413,363,393,379,414,392,410,357,386,372,411,394,412,361,388,373,413,6,0,0,123,127,161,123,138,112,5,2,5,2,5,2,13,15,30,1,0,44,0,3,74,75,71,21,1,1,144,133,116,0,0,0,0,0,0,200,200,200,0,2,550,.255,27,4,12,47,121,6,740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,104,98,163,105,133,1,.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,78,camerda01,camerda01,camero000daz,,1,0,eol
22283,0,3,Baltimore Orioles,Major League Baseball,Mountcastle,Ryan,,6,18,2,1997,206,The United States,86831,Winter Springs,4,193,219,1,1,3,810,810,9,1,427,398,414,351,414,433,413,389,398,344,399,425,416,391,413,346,403,427,2,2,0,120,29,141,123,86,73,2,2,2,2,2,2,13,15,30,1,0,41,0,2,58,71,88,62,0,9,82,93,91,0,0,200,0,0,0,0,0,0,0,1,550,.273,27,4,15,39,108,2,4137500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,83,148,168,129,135,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,mountry01,mountry01,mountc000rya,@RyanMountcastle,0,0,eol
22970,0,3,Baltimore Orioles,Major League Baseball,Westburg,Jordan,,11,18,2,1999,206,The United States,55059,New Braunfels,4,188,209,1,1,4,287,287,5,0,422,467,425,372,413,426,407,456,408,354,395,417,414,459,411,359,403,424,7,2,2,133,68,150,136,93,66,2,2,2,2,2,2,13,15,30,1,0,46,2,3,122,125,121,113,3,8,90,95,123,0,0,0,200,200,0,0,0,0,0,1,550,.271,32,5,17,41,109,7,740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,91,25,134,147,137,1,.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77,westbjo01,westbjo01,westbu000jor,@jordan_cw21,3,2,eol
23032,0,89,Delmarva Shorebirds,Carolina League,Scott,Wesley,,19,2,3,2001,206,The United States,66644,Riverside,4,185,185,1,1,12,0,0,3,0,104,147,80,103,97,109,104,147,80,103,97,109,104,147,80,103,97,109,3,0,0,56,60,52,54,88,15,394,117,413,122,426,276,8,5,3,124,90,44,11,3,29,36,92,13,2,2,39,18,50,150,0,0,0,0,0,0,0,0,0,4,550,.278,0,0,17,115,67,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,71,148,193,82,16,247,1.0500,335,157,105,105,107,0,0,0,0,0,0,0,0,309,236,236,281,0,0,0,0,0,0,0,0,0,118,,,scott-000wes,,2,11,eol
23117,0,3,Baltimore Orioles,Major League Baseball,Mayo,Coby,,16,10,12,2001,206,The United States,15008,Coral Springs,4,196,230,1,1,5,60,60,5,0,396,427,435,409,365,420,381,418,417,401,347,412,385,459,464,465,360,409,6,2,2,95,49,119,95,114,51,2,2,2,2,2,2,13,15,30,1,0,42,2,3,87,98,180,68,1,1,84,99,171,0,0,200,0,200,0,100,0,100,0,1,550,.259,27,3,19,51,132,6,740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,125,76,138,84,156,1,.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79,mayoco01,mayoco01,mayo--000cob,@cobymayox,1,2,eol
23197,0,3,Baltimore Orioles,Major League Baseball,Bradish,Kyle,,38,12,9,1996,206,The United States,63646,Peoria,4,193,219,1,1,11,521,521,6,1,136,120,23,67,132,142,134,119,23,66,129,141,134,119,23,66,130,141,3,1,1,30,28,22,38,68,28,421,411,443,419,433,403,7,5,1,107,99,54,15,4,46,82,111,30,1,9,34,54,58,200,0,0,0,0,0,0,0,0,0,1,550,.242,0,0,12,41,115,7,740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,14,152,115,131,93,412,1.0505,411,0,358,319,0,315,395,0,0,0,0,0,0,0,358,317,0,311,395,0,0,0,0,0,0,0,127,bradiky01,bradiky01,bradis000kyl,,1,15,eol
23518,0,41,Norfolk Tides,International League,Rincones,Diego,,17,14,6,1999,210,Venezuela,13867,Ciudad Bolívar,1,183,177,1,1,7,0,0,8,0,412,299,345,329,450,366,395,275,334,324,436,342,418,307,356,346,464,361,14,0,0,4,8,11,76,110,47,2,2,2,2,2,2,13,15,30,1,0,40,10,4,45,56,77,21,1,1,93,99,111,0,0,0,0,0,0,200,0,172,0,2,550,.253,18,0,10,35,86,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,98,100,86,84,114,1,1.0000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,,,rincon000die,,1,10,eol
23791,0,67,Chesapeake Baysox,Eastern League,Pavolony,Connor,,57,25,10,1999,206,The United States,86067,Woodstock,4,183,194,1,1,2,0,0,4,0,243,314,199,426,264,234,235,275,149,393,236,244,328,381,303,441,303,359,9,0,0,108,14,30,107,109,18,2,2,2,2,2,17,13,15,30,1,0,48,2,3,53,59,122,57,157,133,79,85,120,0,200,0,0,0,0,0,0,0,0,3,550,.177,12,1,2,51,172,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,26,159,93,118,148,1,.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76,,,pavolo000con,@Connor_Pav,138,2,eol
24486,0,41,Norfolk Tides,International League,Lavigne,Grant,,19,27,8,1999,206,The United States,8068,Bedford,4,191,222,2,1,3,0,0,7,0,339,342,280,371,272,400,360,377,340,423,352,373,360,369,423,432,343,382,6,3,2,102,51,118,101,42,39,2,2,2,2,2,2,13,15,30,1,0,43,2,3,42,45,55,33,3,7,74,76,111,0,0,200,0,0,0,0,0,0,0,2,550,.232,22,3,9,54,139,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,155,20,149,92,91,1,.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79,,,lavign000gra,@GrantLavigne,3,2,eol
24636,0,41,Norfolk Tides,International League,Bradfield Jr.,Enrique,,51,2,12,2001,206,The United States,31718,Hialeah,1,185,171,2,2,8,0,0,2,0,373,304,160,361,409,338,400,324,203,375,437,353,416,324,200,440,437,395,6,1,1,157,210,203,157,117,134,2,2,2,2,2,2,13,15,30,1,0,43,2,3,51,41,108,27,3,3,184,163,92,0,0,0,0,0,0,120,200,0,0,2,550,.242,19,3,3,44,91,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,94,99,151,136,44,1,1.0750,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,76,,,bradfi000enr,@EBradfield20,3,2,eol
24632,0,67,Chesapeake Baysox,Eastern League,Haskin,Hudson,,13,31,12,1998,206,The United States,11866,Bronxville,4,183,203,1,1,7,0,0,5,0,409,351,232,429,387,426,345,351,216,397,292,401,363,353,223,406,317,410,20,2,2,118,118,155,118,117,76,2,2,2,2,2,2,13,15,30,1,0,41,2,4,94,51,83,55,4,4,134,117,123,0,0,0,0,0,0,199,198,198,0,3,550,.229,21,3,4,52,146,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,118,83,118,107,126,1,.9756,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79,,,haskin000hud,@hudsonhaskin10,4,2,eol
24668,0,3,Baltimore Orioles,Major League Baseball,Henderson,Gunnar,,2,29,6,2001,206,The United States,72681,Selma,4,191,221,2,1,6,397,397,6,0,423,442,418,443,383,451,447,458,447,475,412,468,439,449,464,480,408,459,4,2,2,129,109,162,126,105,62,7,2,7,2,2,2,13,15,30,1,0,42,2,3,140,125,136,129,1,3,115,115,124,0,0,0,0,0,200,0,0,0,0,1,550,.301,34,5,23,73,106,4,740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,129,23,153,96,94,1,.9302,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,79,hendegu01,hendegu01,hender000gun,@G_Henderson2,1,2,eol
